Name,Job title,Job department,Job location,Headline,Creation time,Stage,Tags,Source,Type,Summary,Keywords,Educations,Experiences,Skills,Disqualified,Disqualified at,Disqualification category,Disqualification reason,Disqualification note,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3,Question 4,Answer 4,Question 5,Answer 5,Question 6,Answer 6,Question 7,Answer 7
Candidate 99,Senior Unity Developer,Engineering,Uruguay,Senior Unity Developer,2024-08-12 6:24:16,Applied,,linkedin.com free,ManualCandidate,,android|c#|iOS|Unity|gaming|game development,,Senior Game Developer at GamesTree (Feb 2024 to N/A)  | Senior Game Developer at Gamivision (Jan 2023 to Jan 2024)  | Senior Unity Developer at NiBG (Apr 2022 to Jan 2023)  | Senior Unity Developer at Wangard International (Oct 2020 to Mar 2022)  | Associate Unity Developer at ai-logica (Sep 2019 to Oct 2020),Android|Mobile Games|C#|iOS|Unity,Yes,2024-08-12 6:24:19,Rejected candidate,Doesn't have required qualifications,Do you live in Latin America? No,Do you have 6+ years of professional software/gaming development experience?,TRUE,Do you have 5+ years of Unity development experience?,TRUE,Have you worked on resolving build errors for both iOS and Android platforms? Tell us about your experience,"I’ve worked on resolving build errors for both iOS and Android platforms. One memorable instance was when I was developing an open-world game in Unity. I ran into a frustrating issue where the game kept crashing on startup, but only on iOS devices. After digging into the problem, I found that it was related to how iOS handles memory management and certain API calls. It took some careful optimization and tweaking of the code to make it compatible with iOS, but in the end, the build went through smoothly.

On the Android side, I faced a different challenge while working on a hyper-casual game. The build process kept failing due to conflicting dependencies in the Gradle files. It turned out to be a tricky version conflict between the two plugins we were using. After some trial and error, I managed to manually adjust the dependencies and modify the Gradle configuration, which finally got the build to succeed.

These experiences taught me a lot about the nuances of both platforms and the importance of persistence when troubleshooting build errors.",Please share a link to your online portfolio showcasing your gaming work,https://blackflamingo.itch.io/rope-hero-gangster-crime-city,Do you live in Latin America?,FALSE,,,,
Candidate 100,QA Engineer - Manual,Engineering,Chile,QA Automation Engineer,2024-08-12 1:34:47,Applied,,unknown,ManualCandidate,,,Bachelor of Science Information Technology at George Mason University (N/A to Dec 2020),Quality Assurance Automation Engineer at HealthVerity (Jul 2023 to Jul 2024)  | Quality Assurance Automation Engineer at ID.me (Mar 2021 to May 2023)  | Information Technology Operations Specialist at Fusion Connect (Jan 2020 to Dec 2020),,Yes,2024-08-12 1:34:50,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,4,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes! Both previous companies were start ups! I love it, especially the culture!","Do you have any certifications? If so, please share the names.",CITI,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 101,QA Engineer - Manual,Engineering,Chile,,2024-08-12 0:21:20,Applied,,linkedin.com free,ManualCandidate,,,Cs Engineering at University of Kashmir (Mar 2017 to Mar 2021)  | Cs Engineering at University of Kashmir (Apr 2014 to Apr 2017)  | Master Computer Applications at srinagar jammu and kashmir (N/A to N/A),Senior Software Test Engineer at GraphicWeave / Reldyn Tech Pvt (Mar 2023 to N/A)  | Quality Analyst at Srinagar Technology Consultants (Jan 2020 to Mar 2023),JavaScript,Yes,2024-08-12 0:21:24,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,3,"Have you ever worked in a start-up environment? If so, how was your experience?",3,"Do you have any certifications? If so, please share the names.","postman API,",Do you currently live in Latin America?,FALSE,,,,,,
Candidate 102,QA Engineer - Manual,Engineering,Chile,Quality Assurance Specialist,2024-08-11 20:29:06,Applied,,unknown,ManualCandidate,,,Bachelor'S Psychology at University of Caxias do Sul (Jan 2018 to Jan 2023)  | Technology Degree Digital Games and Technology at Pontificia University of Paraná (Jan 2012 to Jan 2013),Quality Assurance Specialist at CondoConta Bank (Feb 2020 to Apr 2024)  | Quality Assurance Consultant at Beetools (Dec 2018 to Feb 2023)  | Quality Assurance Consultant at Wellzesta (Jul 2018 to Sep 2021)  | Qa Lead at PSafe Brasil (Jun 2013 to Jun 2018)  | Game Tester at Quepasa (Jan 2012 to Jan 2013),,Yes,2024-08-12 10:52:24,,,,How many years of experience do you have as a QA Manual Engineer?,11,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, almost every company I’ve worked for has been a start-up. I’m used to the fast-paced environment, and I like the idea of working in small teams.","Do you have any certifications? If so, please share the names.",I have a Bachelor's degree in Psychology and a Technical degree in Digital Games Development.,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 103,QA Engineer - Manual,Engineering,Chile,QA Engineer at Kreatesell,2024-08-11 18:18:04,Applied,,Jobs by Workable,ManualCandidate,,,Bachelor of Science Environmental Biology at Adekunle Ajasin University (N/A to Dec 2018),Quality Assurance Engineer at Kreatesell (Mar 2024 to N/A)  | Quality Assurance Engineer at Zealight Innovation Labs (Dec 2022 to Mar 2024)  | Quality Assurance Engineer at SkillUp Africa (Oct 2020 to Dec 2022)  | Frontend Developer at Occupational Safety Consultants (Feb 2020 to Aug 2020),,Yes,2024-08-11 18:18:05,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,4,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, it was good building the product from scratch","Do you have any certifications? If so, please share the names.",N/A,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 104,QA Engineer - Manual,Engineering,Chile,Technical Support Agent at NRTC,2024-08-11 17:35:27,Applied,,unknown,ManualCandidate,,,,Software Quality Assurance Engineer at TalentNow (Jul 2023 to Oct 2023)  | Technical Support Agent at NRTC (Jan 2023 to N/A)  | Software Quality Assurance Engineer at Freelance (May 2022 to N/A),,Yes,2024-08-11 17:35:28,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",I have not but I am aware start ups tend to be much for fast pace and I am ready,"Do you have any certifications? If so, please share the names.","I have certifications from Careerist for QA Software Engineering / Manual QA, API Testing, and basic Automation Python/Selenium using Pytest",Do you currently live in Latin America?,FALSE,,,,,,
Candidate 105,Lead Generator,Engineering,Colombia,,2024-08-11 17:30:32,Applied,,linkedin.com free,ManualCandidate,,,Civil Engineer at University of Carabobo (Jan 2009 to Dec 2014),Senior Recruiter at SOLVO GLOBAL (Jan 2022 to N/A)  | Sales Representative at CONTACTPOINT 360 (Aug 2021 to Jan 2022)  | Sales Rep at TELEPERFORMANCE - BDR (Aug 2019 to Aug 2021),Microsoft Excel|Sales|Market Research|Business-to-Business (B2B),Yes,2024-08-12 14:21:50,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,looking for new leads through LinkedIn sending messages or emails,"The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,2,,
Candidate 106,QA Engineer - Manual,Engineering,Chile,Software Quality Assurance Engineer at Mensa tech,2024-08-11 14:52:55,Applied,,Jobs by Workable,ManualCandidate,,,Bachelor Software Engineering at COMSATS Institute of Information Technology (N/A to Dec 2018),Software Quality Assurance Engineer at Mensa tech (Sep 2022 to N/A)  | Senior Sqa at No Borderz Innovation (Jun 2022 to Sep 2022)  | Senior at SQA Narsun Studios (Oct 2021 to Jun 2022)  | Senior at SQA Mindbotixs (Dec 2019 to Nov 2021)  | Quality Assurance Engineer at Highlogix PVT (Dec 2018 to Dec 2019),,Yes,2024-08-11 14:52:57,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,6,"Have you ever worked in a start-up environment? If so, how was your experience?",Yes I worked I started my professional career from it and it was really good I learned so much from it and environment we created was really something I missed a lot still,"Do you have any certifications? If so, please share the names.",Yes IsQTB entry level,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 107,QA Engineer - Manual,Engineering,Chile,QA Engineer Mentor,2024-08-11 13:38:52,Applied,,Jobs by Workable,ManualCandidate,,,Science at SMA Negeri 1 Yogyakarta (Jan 2001 to Dec 2004),Qamanager at Esensi Solusi (Mar 2023 to Apr 2024)  | Tester at Evren (Feb 2023 to Aug 2023)  | Qa Lead at Brick (Sep 2022 to Dec 2022)  | Qamanager at Alto Network (Jan 2022 to Sep 2022)  | Quality Assurance Engineer Manager at Alodokter (Oct 2019 to Dec 2021)  | Qa Lead at Alodokter (Dec 2018 to Sep 2019)  | Qa Lead at Gameloft Indonesia (May 2015 to Nov 2018)  | Tester at  (Apr 2012 to Nov 2015),,Yes,2024-08-11 13:38:56,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,12,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes. It's a bit hectic and some hiccups at the beginning. But once we settled on the standard procedure and implement the good practice, it ran smoothly.","Do you have any certifications? If so, please share the names.",No,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 108,Lead Generator,Engineering,Colombia,,2024-08-11 10:02:31,Assessment,applied,linkedin.com free,ManualCandidate,,,"Marketing, Business and Development at IE Business School (N/A to N/A)  | Master Social Communication and Journalism at Pontifical Bolivarian University (N/A to Dec 2015)",Business Development Representative at MASTERCRAFT (Apr 2024 to N/A)  | Demand Generation Representative at AMAZON WEB SERVICES (Sep 2022 to Apr 2024)  | Head of Growth at Colombian crypto (Nov 2021 to Jun 2022)  | Digital Content Manager at MÁS ALTO CAPITAL (May 2020 to Nov 2021)  | Indepedent Digital Consultant at MIND MEDIA. CLIENT: DROGUERÍA CRUZ VERDE (Feb 2020 to Jul 2021)  | Marketing and Coordinator at  (Oct 2015 to Feb 2020),Sales|Communication|Social Media|Oral Communication,No,,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,"I have four years of experience as a lead generator and sales representative across diverse industries, including cloud technology, fintech, real estate, hospitality and manufacturing. For instance at AWS, I achieved 100%-160% demand generation goals through targeted outbound prospecting in Latin American and Caribbean markets. I improved customer qualification processes by 50%, leading to a 40% increase in service launches. My expertise in leveraging tools like HubSpot and Salesforce has been instrumental in driving successful lead generation campaigns and consistently exceeding sales targets.","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,5,,
Candidate 109,Senior Unity Developer,Engineering,Uruguay,,2024-08-11 9:45:20,Applied,,linkedin.com free,ManualCandidate,,android|c#|iOS|Unity|game development,Computer Programming at Istanbul Aydın University (Jan 2014 to Dec 2017),Senior Unity Developer at Firebyte Games (Apr 2022 to Oct 2023)  | Full Stack Unity Developer at Upwork (Nov 2021 to N/A)  | Full Stack Unity Developer at T Games Software and Informatics (Mar 2020 to Jan 2022)  | Unity Developer at Safrantek (May 2019 to Mar 2020)  | Software Developer at Trinoks (Nov 2017 to May 2019),Android|Mobile Games|C#|iOS|Unity,Yes,2024-08-11 9:45:25,Rejected candidate,Doesn't have required qualifications,Do you live in Latin America? No,Do you have 6+ years of professional software/gaming development experience?,TRUE,Do you have 5+ years of Unity development experience?,TRUE,Have you worked on resolving build errors for both iOS and Android platforms? Tell us about your experience,"Had many diffrent, one of them was; Apple rejected my app because of, Additional asset required to download in first run. I explained them I download required assets to play the game. Then they approved.",Please share a link to your online portfolio showcasing your gaming work,https://youtube.com/playlist?list=PLvrcWmRRk4xHYVoDoHPOrPpKa-dFBedIo&amp;si=KTfIZE_mjQERyvSA,Do you live in Latin America?,FALSE,,,,
Candidate 110,Lead Generator,Engineering,Colombia,,2024-08-11 0:24:32,Applied,,linkedin.com free,ManualCandidate,,,,,Microsoft Excel|English,Yes,2024-08-12 14:24:43,,,,"From 1 to 10, how would you consider your LinkedIn Sales Navigator knowledge?",8,Please describe your experience as lead generator or sales development representative.,"I used to worked for a Consulting company, where I was in charge of generating quality leads from companies in the electricity industry. We had a list of companies categorized by industry and depending on seasonal needs we generated leads with different tools. The generated leads then received emails through our mass mailing campaigns.","The max compensation for this role is USD 1200 per month + benefits, please confirm you are okay with this.",TRUE,Do you currently live in Latin America?,TRUE,How many years of experience do you have as a Lead Generator?,,How many years of experience do you have as a Lead Generator?,1,,
Candidate 111,QA Engineer - Manual,Engineering,Chile,,2024-08-10 22:28:22,Applied,,linkedin.com free,ManualCandidate,,,"Design and Games at Danki Code Academy (N/A to N/A)  |  Social Communication, Advertising and Marketing at Federal University of Acre (N/A to N/A)  | Bachelor Game Design at Anhembi Morumbi University (N/A to N/A)",Quality Assurance Engineer at Wildlife Studios (Sep 2021 to Oct 2022)  | Quality Assurance Specialist Associate at IBM Brazil (Mar 2020 to Dec 2021),Quality Assurance|Problem Solving|Attention to Detail|Defining Requirements,Yes,2024-08-12 10:52:39,,,,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",Yes. It was a great place to learn and grow up.,"Do you have any certifications? If so, please share the names.","English Speaking, Bachelor in Publicity and communication.",Do you currently live in Latin America?,TRUE,,,,,,
Candidate 112,QA Engineer - Manual,Engineering,Chile,Manual QA Analyst,2024-08-10 20:48:20,Applied,,unknown,ManualCandidate,,,Administration at Oakton Community College (N/A to N/A)  | Csm Certified Scrum Master at ScrumAlliance.org (N/A to N/A)  | Associate of Applied Science Computer Network and Systems at ITT Technical Institute (N/A to N/A)  | Certificate Sql Oracle Database Administrator at Oakton Community College (N/A to N/A),Manual Quality Assurance Analyst at Opensponsorship (May 2022 to Jan 2024)  | Software Quality Assurance Tester at IT Expert Systems (Jan 2021 to Feb 2022)  | Tester at Business Technology Partners (Mar 2016 to Dec 2020)  | Production Support Analyst at Bunzl Headquarters (Jun 2015 to Feb 2016),,Yes,2024-08-10 20:48:21,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,4,"Have you ever worked in a start-up environment? If so, how was your experience?","Yes, I've had the opportunity to work in a start-up environment during my time at Opensponsorship, where I was a Manual QA Analyst. The experience was both challenging , insightful &amp; rewarding.

The resource constraints taught me to be resourceful and innovative in my testing approach.","Do you have any certifications? If so, please share the names.","Yes ,

Certified Scrum Master",Do you currently live in Latin America?,FALSE,,,,,,
Candidate 113,QA Engineer - Manual,Engineering,Chile,QA Analyst,2024-08-10 16:35:11,Applied,,jobgether.com,ManualCandidate,,,,Quality Assurance Analyst at  (Apr 2023 to N/A)  | Tester at  (Mar 2019 to Apr 2023)  | Executive Office Case Specialist at Wells Fargo (Aug 2016 to Jan 2019),,Yes,2024-08-10 16:35:13,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",No,"Do you have any certifications? If so, please share the names.","No, not yet",Do you currently live in Latin America?,FALSE,,,,,,
Candidate 114,QA Engineer - Manual,Engineering,Chile,,2024-08-10 12:53:26,Applied,,linkedin.com free,ManualCandidate,,,at Metropolitan University of Technology (Mar 2011 to Dec 2011)  |   at INACAP (Mar 2000 to Dec 2006),Senior Quality Control at  (Nov 2018 to N/A)  | Quality Assurance Engineer at Mapcity (Jun 2018 to Nov 2018)  | Software Quality Analyst at Groupon Latam (Jul 2017 to May 2018)  | Quality Assurance Engineer at Nubox (Jun 2015 to Jul 2017)  | Quality Assurance Analyst at Consorcio Bank (Nov 2014 to Jun 2015)  | Quality Assurance Analyst at Consorcio Bank (Jul 2014 to Oct 2014)  | Quality Assurance Analyst at Aligare (Jun 2012 to Jun 2014)  | Quality Assurance Analyst at Testgroup (Jul 2011 to Jun 2012)  | End to End Testing at  (Oct 2008 to Jun 2011)  | Quality Assurance Consultant at Testgroup (Feb 2007 to Jul 2021)  | Quality Assurance Engineer at Universidad de Chile (N/A to N/A),Quality Assurance|JavaScript,Yes,2024-08-12 10:52:44,,,,How many years of experience do you have as a QA Manual Engineer?,12,"Have you ever worked in a start-up environment? If so, how was your experience?",No.,"Do you have any certifications? If so, please share the names.","Yes, ISTQB  Foundation,  TestManager and Foundation Automation level.",Do you currently live in Latin America?,TRUE,,,,,,
Candidate 115,QA Engineer - Manual,Engineering,Chile,Test Analyst at IBM,2024-08-10 12:44:39,Sourcer Screening,,unknown,ManualCandidate,,,,Test Analyst at IBM (Nov 2021 to N/A),,Yes,2024-08-14 15:17:36,Rejected candidate,Job no longer receiving applications,,How many years of experience do you have as a QA Manual Engineer?,3,"Have you ever worked in a start-up environment? If so, how was your experience?",No,"Do you have any certifications? If so, please share the names.",CTFL - Certified Tester Foundation Level,Do you currently live in Latin America?,TRUE,,,,,,
Candidate 116,Senior Unity Developer,Engineering,Uruguay,Senior Unity Developer | 7+ Years of Expertise in Software & Game Development | Skilled in Delivering High-Quality Products,2024-08-10 11:08:27,Applied,,linkedin.com free,ManualCandidate,,c#|iOS|Unity|gaming|game development,at 2016Computer Science (N/A to Jul 2012),Programmer at Zitro (Jan 2024 to N/A)  | Developer at Gaea Global Technology (Jun 2023 to N/A)  | Scientist at Master's Program (Nov 2022 to N/A)  | Unity Developer at VGMinds Tech Studios (May 2022 to N/A)  | Game Developer at Nukebox Studios (Aug 2017 to N/A),C#|iOS|Programming|Unity,Yes,2024-08-10 11:08:31,Rejected candidate,Doesn't have required qualifications,Do you live in Latin America? No,Do you have 6+ years of professional software/gaming development experience?,TRUE,Do you have 5+ years of Unity development experience?,TRUE,Have you worked on resolving build errors for both iOS and Android platforms? Tell us about your experience,"I have strong experience resolving build errors on Android and iOS platforms, including fixing SDK mismatches, dependency conflicts, and code signing issues. My proactive approach ensures smooth and timely deployments across both platforms.",Please share a link to your online portfolio showcasing your gaming work,Professional projects can find in my resume,Do you live in Latin America?,FALSE,,,,
Candidate 117,QA Engineer - Manual,Engineering,Chile,"A customer centric, detailed oriented Quality Analyst with technical and analytical skills.",2024-08-10 4:42:19,Applied,,linkedin.com free,ManualCandidate,,,,Quality Analyst at OneAmerica Financial (Sep 2022 to N/A)  | Quality Assurance Analyst at HSBC Bank (Mar 2021 to Sep 2022)  | Test Analyst at HCA Healthcare (Jan 2019 to Feb 2021),Microsoft Azure,Yes,2024-08-10 4:42:22,Rejected candidate,Doesn't have required qualifications,Do you currently live in Latin America? No,How many years of experience do you have as a QA Manual Engineer?,5,"Have you ever worked in a start-up environment? If so, how was your experience?",No,"Do you have any certifications? If so, please share the names.",ISTQB - CTFL,Do you currently live in Latin America?,FALSE,,,,,,
Candidate 118,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:53,Sourced,sourced,Uploaded,UploadedCandidate,,Objective-C|Swift,"Ios Developer, Objective C at iai? - Instituto de Artes Interativas (Jan 2011 to Jan 2011)  |  Web Designer, High School/Secondary Diplomas and Certificates at SENAC (Jan 2008 to Jan 2008)  |  Actionscript 3 Basic, High School/Secondary Diplomas and Certificates at Faculdade de Informática e Administração Paulista (Jan 2008 to Jan 2008)  |  Actionscript 3 Advanced, High School/Secondary Diplomas and Certificates at Faculdade de Informática e Administração Paulista (Jan 2008 to Jan 2009)  | Bachelor'S Portuguese, English Language and Literature at São Paulo State University (Jan 2005 to Jan 2006)",Ios Tech Lead at Banco Modal (Oct 2019 to Dec 2022)  | Lead Mobile Developer at Maya (May 2013 to Sep 2013)  | Flash Developer and Developer at AgenciaClick Isobar (Dec 2010 to Oct 2011)  | Flash Developer at Sampa.ad (Apr 2010 to Dec 2010)  | Flash Developer at BG interativa (Mar 2010 to Apr 2010)  | Flash Developer at fri.to (Aug 2009 to Feb 2010)  | Flash Developer at Elleven Criatividade (Sep 2008 to Aug 2009),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 119,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:53,Sourced,sourced,Uploaded,UploadedCandidate,,Swift|Shell,Bachelor Computer Science at Centro Universitário de Brasília (Jan 2007 to Jan 2011),Engineer at ParallelStaff (Dec 2023 to N/A)  | Engineer at Able (Jan 2022 to Dec 2023)  | Senior Software Engineer and Engineer at BairesDev (Jan 2021 to Dec 2021)  | Senior Software Engineer and Engineer at Lojas Renner S.A. (Sep 2020 to Jan 2021)  | Senior Software Engineer and Engineer at Shell (Nov 2019 to Sep 2020)  | Lead Mobile Engineer at Ponderatti Tecnologia (Aug 2015 to Nov 2019)  | System Analyst at BRASILIENSE CARGO (Sep 2013 to Dec 2014)  | Junior Software Engineer at Ci&T (May 2011 to Sep 2013)  | Junior Software Engineer at Intercamp Sistemas (Aug 2008 to May 2011),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 120,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:53,Sourced,sourced,Uploaded,UploadedCandidate,,AWS,Information Systems Engineering at National Technological University (Jan 2013 to Dec 2021)  |  Computer Programming at Escuela Técnica Nº 35 - Ing. Eduardo Latzina (Jan 2007 to Jan 2012),Senior Software Engineer at Embrace (Mar 2022 to N/A)  | Senior Software Engineer at Ring (Oct 2020 to Feb 2022)  | Senior Software Engineer at Medallia (Dec 2019 to Sep 2020)  | Software Engineer Ii at Medallia (May 2017 to Nov 2019)  | Semi Senior Software Developer at Despegar.com (Oct 2015 to Apr 2017)  | Junior Software Developer at Despegar.com (Apr 2014 to Sep 2015)  | Trainee Software Developer at Despegar.com (Jul 2013 to Mar 2014)  | Freelance Software Developer at BA Minds (Mar 2012 to Oct 2015)  | Web Developer at Gobierno de la Ciudad de Buenos Aires (Aug 2011 to Nov 2012),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 121,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:53,Sourced,sourced,Uploaded,UploadedCandidate,,Swift,Engineer'S Degree Computer Science at National University of La Matanza (Mar 2012 to Dec 2019)  | Master Applied Economics at Universidad Argentina de la Empresa (N/A to Mar 2021),Lead Mobile Engineer at Clevertech (Mar 2023 to Sep 2023)  | Engineer at Clevertech (Mar 2023 to Nov 2023)  | Senior Software Engineer at FabFitFun (Feb 2023 to N/A)  | Senior Software Engineer at HOVER (Oct 2021 to Jun 2022)  | Lead Mobile Engineer at Paway (Dec 2020 to Jun 2022)  | Senior Software Engineer at FabFitFun (Feb 2019 to Feb 2020)  | Lead Mobile Engineer at Viome (Aug 2018 to Mar 2023)  | Senior Mobile Engineer at Pen Pals (Jul 2018 to Feb 2019)  | Senior Software Architect at DSC Logistics (Feb 2018 to Sep 2019)  | Senior Software Engineer at Adistec (Nov 2016 to Feb 2018)  | Senior Software Engineer at JPMorgan Chase & Co. (Mar 2015 to Nov 2016)  | Software Engineer at The Walt Disney (Jan 2014 to Mar 2015),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 122,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:53,Sourced,sourced,Uploaded,UploadedCandidate,,Swift,Associate'S Degree Computer Technology at ISIL Aprende Haciendo (Mar 2009 to Jul 2011)  | High School Diploma High School/Secondary Certificate Programs at Colegio Bryce Arequipa (Mar 2003 to Dec 2005)  | Secondary Certificate  at Liceo Naval German Astete (Mar 1994 to Dec 2000),Engineer at Scotiabank Perú (Mar 2023 to N/A)  | Engineer at Indra (Aug 2022 to Feb 2023)  | Engineer at NTT DATA Europe & Latam (Nov 2020 to Aug 2022)  | Developer at ZnerG IT Consulting (Aug 2020 to Nov 2020)  | Developer at Indra (Nov 2018 to Aug 2020)  | Full Stack Developer at Corporativo Overall (Jan 2018 to Nov 2018)  | Full Stack Engineer at ALIGNET (Jan 2017 to Dec 2017)  | Full Stack Developer at Coolbox Perú (Oct 2016 to Dec 2016)  | Technical Assistant at Media Networks (Jan 2016 to Sep 2016)  | Assistant Technician at Financiera ProEmpresa (Jul 2013 to May 2016),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
Candidate 123,Sr Software Engineer (Obj-C & iOS exp),Engineering,Brazil,,2024-08-10 1:49:53,Sourced,sourced,Uploaded,UploadedCandidate,,AWS|Swift,Technician of Information Engineering Computer Science at Federal Center for Technological Education of Rio de Janeiro (Jan 2009 to Dec 2015),Senior Frontend Engineer at Nova Friburgo (Jan 2023 to Dec 2024)  | Senior Software Engineer at  (Jan 2021 to Dec 2022)  | Senior Full Stack Engineer at RG Sistemas (Jan 2020 to Dec 2021)  | Senior Full Stack Developer at  (Jan 2019 to Dec 2020)  | Technical Lead at  (Jan 2019 to Dec 2020)  | Android Developer at  (Jan 2018 to Dec 2019)  | Senior Front End Developer at  (Jan 2018 to Dec 2020)  | Developer at CREATORSNEVERDIE (Jan 2018 to Dec 2019)  | Senior Ios at  (Jan 2017 to Dec 2019)  | Robotics Teacher at New Fribourg (Jan 2016 to Dec 2017)  | Web Development Teacher at Rio de Janeiro (Jan 2015 to Dec 2019),,Yes,2024-08-16 15:03:07,Candidate withdrew,Could not be contacted,,Do you have 5+ years of professional experience as a fullstack developer?,,"Describe your experience with Objective-C. And, when did you last use it?",,Are you familiar with Ruby on Rails? Please describe your experience,,Have you worked in the orthodontal industry? Do you have experience with orthodental systems?,,Which databases have you worked with? List them,,Are you currently living in Latin America?,,,
